,Address,Coordinates
2331,157 WOODLANDS ST 13,"('1.43437664621496', '103.774783081105')"
2332,177 WOODLANDS ST 13,"('1.43435791362603', '103.778088434368')"
2333,334 WOODLANDS ST 32,"('1.43004416352758', '103.780454640251')"
2334,216 MARSILING LANE,"('1.44713415109784', '103.772172059269')"
2335,747 YISHUN ST 72,"('1.42822554342155', '103.833488111349')"
2336,286 YISHUN AVE 6,"('1.44003806856754', '103.83874448007')"
2337,738 YISHUN ST 72,"('1.42936930002726', '103.832471405219')"
2338,201 YISHUN ST 21,"('1.43064865606425', '103.837996781156')"
2339,157 YISHUN ST 11,"('1.43221790096871', '103.834091373479')"
2340,244 YISHUN RING RD,"('1.43374226274799', '103.841257885463')"
2341,261 YISHUN ST 22,"('1.43530973604166', '103.838606289364')"
2342,768 YISHUN AVE 3,"('1.42436151334868', '103.833940260983')"
2343,109 YISHUN RING RD,"('1.43279905704561', '103.82864618104')"
2344,757 YISHUN ST 72,"('1.42651075293863', '103.834284715601')"
2345,352 YISHUN RING RD,"('1.42646254168399', '103.844908930783')"
2346,215 ANG MO KIO AVE 1,"('1.36648772103091', '103.841853392645')"
2347,218 ANG MO KIO AVE 1,"('1.36511908595886', '103.841742478489')"
2348,468 ANG MO KIO AVE 10,"('1.36487674599293', '103.856287317569')"
2349,205 ANG MO KIO AVE 1,"('1.36694084363535', '103.843582435016')"
2350,303 ANG MO KIO AVE 1,"('1.36664920473672', '103.84525455598')"
2351,131 ANG MO KIO AVE 3,"('1.37101536386003', '103.841800323712')"
2352,467 ANG MO KIO AVE 10,"('1.36539106633914', '103.856803588706')"
2353,472 ANG MO KIO AVE 10,"('1.36314392666998', '103.858118593427')"
2354,562 ANG MO KIO AVE 3,"('1.37018144221919', '103.85901883576')"
2355,553 ANG MO KIO AVE 10,"('1.37260157854458', '103.857234141592')"
2356,306 ANG MO KIO AVE 1,"('1.36572552222846', '103.845750564626')"
2357,617 BEDOK RESERVOIR RD,"('1.33312757781896', '103.91651174393')"
2358,509 BEDOK NTH ST 3,"('1.33317541870197', '103.931265025162')"
2359,521 BEDOK NTH AVE 1,"('1.33025307073546', '103.927058345096')"
2360,214 BEDOK NTH ST 1,"('1.32587565122354', '103.932493035074')"
2361,704 BEDOK RESERVOIR RD,"('1.33635490577951', '103.920203566512')"
2362,109 BEDOK RESERVOIR RD,"('1.32963136613535', '103.909902161479')"
2363,116 BEDOK RESERVOIR RD,"('1.33103784588692', '103.908641634756')"
2364,428 BEDOK NTH RD,"('1.32953994162628', '103.9276500842')"
2365,627 BEDOK RESERVOIR RD,"('1.33396186689746', '103.915599319144')"
2366,108 BEDOK RESERVOIR RD,"('1.33023193004172', '103.909386972458')"
2367,107 BEDOK RESERVOIR RD,"('1.32987028916159', '103.909220387915')"
2368,406 BEDOK NTH AVE 3,"('1.32822550655778', '103.934469289425')"
2369,63 CHAI CHEE RD,"('1.32606796383517', '103.921449885887')"
2370,721 BEDOK RESERVOIR RD,"('1.33629244771801', '103.926101654356')"
2371,405 SIN MING AVE,"('1.36285292193014', '103.834739503381')"
2372,404 SIN MING AVE,"('1.36266292719983', '103.834267527044')"
2373,523 BT BATOK ST 52,"('1.35669994020487', '103.752306417884')"
2374,131 BT BATOK WEST AVE 6,"('1.35073333041497', '103.746261338468')"
2375,264 BT BATOK EAST AVE 4,"('1.34991025839712', '103.759040163588')"
2376,346 BT BATOK ST 34,"('1.362471403915', '103.750561080651')"
2377,148 BT BATOK WEST AVE 6,"('1.34927162953551', '103.74359094183')"
2378,238 BT BATOK EAST AVE 5,"('1.34983226535734', '103.7547381511')"
2379,312 BT BATOK ST 32,"('1.35987875096146', '103.74733565667')"
2380,364 BT BATOK ST 31,"('1.36066491115595', '103.749321018638')"
2381,361 BT BATOK ST 31,"('1.3607337219879', '103.750944064843')"
2382,368 BT BATOK ST 31,"('1.36037713487448', '103.750766893476')"
2383,201 BT BATOK ST 21,"('1.34586253909028', '103.747905760698')"
2384,101 BT BATOK WEST AVE 6,"('1.34670636093149', '103.746920663038')"
2385,170 BT BATOK WEST AVE 8,"('1.34655585025652', '103.740101500639')"
2386,266 BT BATOK EAST AVE 4,"('1.34936030465417', '103.760019454103')"
2387,144 BT BATOK WEST AVE 6,"('1.3500433867981', '103.744237408407')"
2388,212 BT BATOK ST 21,"('1.34719281119437', '103.752217334445')"
2389,245 BT BATOK EAST AVE 5,"('1.3496481268301', '103.757332776738')"
2390,306 BT BATOK ST 31,"('1.3582878390455', '103.747520379156')"
2391,370 BT BATOK ST 31,"('1.3599840040253', '103.749882092542')"
2392,31 TELOK BLANGAH RISE,"('1.27239732679697', '103.820832735739')"
2393,131 JLN BT MERAH,"('1.28018941877784', '103.828178444795')"
2394,108 BT PURMEI RD,"('1.2733573140352', '103.825345821846')"
2395,77 TELOK BLANGAH DR,"('1.27395376732331', '103.808817470502')"
2396,142 JLN BT MERAH,"('1.27700823497374', '103.828056201882')"
2397,17 REDHILL CL,"('1.28522666343857', '103.817674794972')"
2398,2 REDHILL CL,"('1.28440846056849', '103.817262775241')"
2399,107 JLN BT MERAH,"('1.27983690191197', '103.824757769108')"
2400,29 LIM LIAK ST,"('1.28538144338708', '103.830400732841')"
2401,43 MOH GUAN TER,"('1.28467056650891', '103.831049307715')"
2402,3 DELTA AVE,"('1.29169833480355', '103.827334523132')"
2403,52 LENGKOK BAHRU,"('1.28848713394647', '103.813351513103')"
2404,117 BT MERAH CTRL,"('1.28365235024006', '103.815411052175')"
2405,9 JLN RUMAH TINGGI,"('1.28881615319911', '103.80820528928')"
2406,53 TELOK BLANGAH DR,"('1.27429804779997', '103.811431447755')"
2407,52 TELOK BLANGAH DR,"('1.27384994087123', '103.81124705243')"
2408,74 TELOK BLANGAH HTS,"('1.27536323064723', '103.808784376517')"
2409,2 QUEEN'S RD,"('1.31778631433714', '103.807262757565')"
2410,635 VEERASAMY RD,"('1.30658850181781', '103.855218716278')"
2411,1 ROCHOR RD,"('1.30302298414827', '103.853038663425')"
2412,5 TECK WHYE AVE,"('1.38211439144289', '103.75356509712')"
2413,3 TECK WHYE AVE,"('1.38247656726294', '103.752527976573')"
2414,25 TECK WHYE LANE,"('1.37798715606626', '103.75518761449')"
2415,321 CLEMENTI AVE 5,"('1.31655029232794', '103.766331105347')"
2416,430 CLEMENTI AVE 3,"('1.31329277085705', '103.762553042236')"
2417,332 CLEMENTI AVE 2,"('1.31474029464441', '103.76748755096')"
2418,613 CLEMENTI WEST ST 1,"('1.30373748080136', '103.767838195196')"
2419,357 CLEMENTI AVE 2,"('1.31408279564086', '103.769202736616')"
2420,59 CIRCUIT RD,"('1.3252487729987', '103.886757553674')"
2421,60 CIRCUIT RD,"('1.32555253561538', '103.886532776037')"
2422,50 CIRCUIT RD,"('1.32488448306596', '103.885571385532')"
2423,327 UBI AVE 1,"('1.32690473046022', '103.903997715045')"
2424,104 ALJUNIED CRES,"('1.32007895994221', '103.882813553302')"
2425,107 ALJUNIED CRES,"('1.31896465338811', '103.884287246879')"
2426,10 PINE CL,"('1.30915239429834', '103.882242524292')"
2427,54 PIPIT RD,"('1.32385644988852', '103.887585351528')"
2428,319 UBI AVE 1,"('1.32827325782622', '103.90359427022')"
2429,110 ALJUNIED CRES,"('1.31997674731215', '103.884439316163')"
2430,415 EUNOS RD 5,"('1.31822661859534', '103.897854941374')"
2431,623 HOUGANG AVE 8,"('1.37051387277512', '103.882323502346')"
2432,112 HOUGANG AVE 1,"('1.35442181063898', '103.888557768191')"
2433,118 HOUGANG AVE 1,"('1.35345957179709', '103.887488043611')"
2434,701 HOUGANG AVE 2,"('1.36548398291324', '103.890200268843')"
2435,702 HOUGANG AVE 2,"('1.36575849509964', '103.889720136349')"
2436,332 HOUGANG AVE 5,"('1.36840583194353', '103.897820383869')"
2437,236 HOUGANG AVE 1,"('1.35782377502387', '103.888939725858')"
2438,143 LOR AH SOO,"('1.35223342746652', '103.882841640503')"
2439,603 HOUGANG AVE 4,"('1.37146686467538', '103.886276496076')"
2440,602 HOUGANG AVE 4,"('1.37123297855584', '103.88691800304')"
2441,709 HOUGANG AVE 2,"('1.36706142659908', '103.888077255516')"
2442,706 HOUGANG AVE 2,"('1.36596036249795', '103.888646477925')"
2443,408 HOUGANG AVE 10,"('1.37332612525415', '103.895386227354')"
2444,238 HOUGANG AVE 1,"('1.35714409402773', '103.888970066565')"
2445,235 HOUGANG ST 21,"('1.35714585264641', '103.888559580363')"
2446,412 PANDAN GDNS,"('1.31962057942712', '103.747111361741')"
2447,303 JURONG EAST ST 32,"('1.34485611194653', '103.735622181477')"
2448,217 JURONG EAST ST 21,"('1.33996762299816', '103.738041056685')"
2449,219 JURONG EAST ST 21,"('1.34077678943087', '103.738019085958')"
2450,44 TEBAN GDNS RD,"('1.32075391757793', '103.741600208874')"
2451,238 JURONG EAST ST 21,"('1.34071930674982', '103.74056288551')"
2452,263 JURONG EAST ST 24,"('1.34434377958261', '103.741796120846')"
2453,332 JURONG EAST AVE 1,"('1.35159123927227', '103.73019605105')"
2454,7 YUNG KUANG RD,
2455,479 JURONG WEST ST 41,"('1.34720275740571', '103.724501217493')"
2456,538 JURONG WEST AVE 1,"('1.34999389867275', '103.71547303846')"
2457,546 JURONG WEST ST 42,"('1.35270020453812', '103.715217116167')"
2458,466 JURONG WEST ST 41,"('1.34984856223626', '103.722671026586')"
2459,421 JURONG WEST ST 42,"('1.35019763757677', '103.727348817983')"
2460,529 JURONG WEST ST 52,"('1.34841672939573', '103.716191585352')"
2461,467 NTH BRIDGE RD,"('1.30522205395223', '103.862906450772')"
2462,804 KING GEORGE'S AVE,"('1.30787507917062', '103.860792024681')"
2463,102 TOWNER RD,"('1.32058609456907', '103.862002015145')"
2464,107 JLN RAJAH,"('1.32785332684887', '103.854993724632')"
2465,55 GEYLANG BAHRU,"('1.32408464111823', '103.86859054805')"
2466,34 MARINE CRES,"('1.30414964002546', '103.912123966699')"
2467,28 MARINE CRES,"('1.30343745455285', '103.913348823707')"
2468,95 C'WEALTH DR,"('1.30538746257876', '103.801063155204')"
2469,158 MEI LING ST,"('1.29274038365689', '103.802806668414')"
2470,170 STIRLING RD,"('1.29091128182876', '103.803120797076')"
2471,87 C'WEALTH CL,"('1.30465698901237', '103.799309643019')"
2472,85 C'WEALTH CL,"('1.30407495261872', '103.79933169089')"
2473,92 C'WEALTH DR,"('1.30573175327771', '103.800253694336')"
2474,94 C'WEALTH DR,"('1.30558616281108', '103.800743580931')"
2475,64 C'WEALTH DR,"('1.29930999795442', '103.797234577507')"
2476,75 C'WEALTH DR,
2477,10 HOLLAND AVE,"('1.30814997104791', '103.794275184926')"
2478,168A QUEENSWAY,"('1.28928555929927', '103.803401515145')"
2479,27 DOVER CRES,"('1.30542278278875', '103.781320435431')"
2480,107 SERANGOON NTH AVE 1,"('1.36990039748774', '103.870224885633')"
2481,222 SERANGOON AVE 4,"('1.35842952473611', '103.8712240101')"
2482,237 SERANGOON AVE 3,"('1.35381198342473', '103.87013457465')"
2483,410 TAMPINES ST 41,"('1.35877773497643', '103.946270788952')"
2484,101 TAMPINES ST 11,"('1.34739870794535', '103.945292359327')"
2485,807 TAMPINES AVE 4,"('1.34586624483884', '103.936093443277')"
2486,852 TAMPINES ST 82,"('1.35270378927022', '103.936448526607')"
2487,284 TAMPINES ST 22,"('1.34910384523464', '103.952628182938')"
2488,241 TAMPINES ST 21,"('1.35461516668299', '103.947116646682')"
2489,239 TAMPINES ST 21,"('1.35477157041693', '103.946584056018')"
2490,415 TAMPINES ST 41,"('1.3594587451825', '103.946965691919')"
2491,254 TAMPINES ST 21,"('1.35299329912397', '103.949349977597')"
2492,143 TAMPINES ST 12,"('1.34806952870407', '103.943577088123')"
2493,142 TAMPINES ST 12,"('1.34869712181619', '103.944859621472')"
2494,127 TAMPINES ST 11,"('1.34543163487949', '103.95064762788')"
2495,231 LOR 8 TOA PAYOH,"('1.33736006933422', '103.8594923946')"
2496,110 LOR 1 TOA PAYOH,"('1.34155275067394', '103.846385947783')"
2497,118 LOR 1 TOA PAYOH,"('1.33956301707324', '103.844893597061')"
2498,167 LOR 1 TOA PAYOH,
2499,184 TOA PAYOH CTRL,"('1.33259000918315', '103.849677717253')"
2500,109 POTONG PASIR AVE 1,"('1.33486395185077', '103.867411589518')"
2501,3 UPP ALJUNIED LANE,"('1.33399297498361', '103.879892742452')"
2502,201 TOA PAYOH NTH,"('1.34113803607795', '103.850126597142')"
2503,119 POTONG PASIR AVE 1,"('1.33456149665389', '103.862943044844')"
2504,12 JOO SENG RD,"('1.33585385483747', '103.87893270615')"
2505,131 POTONG PASIR AVE 1,"('1.33438327081307', '103.865312115136')"
2506,125 POTONG PASIR AVE 1,"('1.33541493957748', '103.865168758339')"
2507,151 WOODLANDS ST 13,"('1.43542679398387', '103.774232531847')"
2508,149 WOODLANDS ST 13,"('1.4357638173206', '103.772798008229')"
2509,101 WOODLANDS ST 13,"('1.43598159724925', '103.781929846478')"
2510,106 WOODLANDS ST 13,"('1.4367694338717', '103.782224172938')"
2511,103 WOODLANDS ST 13,"('1.4366212320968', '103.78097673981')"
2512,333 WOODLANDS ST 32,"('1.42976674719237', '103.780001772636')"
2513,120 MARSILING RISE,"('1.43918122951508', '103.780841083163')"
2514,123 MARSILING RISE,"('1.43911242302221', '103.778949135126')"
2515,9 MARSILING DR,"('1.44129152941254', '103.776449738052')"
2516,745 YISHUN ST 72,"('1.42931275823258', '103.833492175164')"
2517,208 YISHUN ST 21,"('1.43102233778042', '103.837623233094')"
2518,206 YISHUN ST 21,"('1.43124009000222', '103.836784122043')"
2519,122 YISHUN ST 11,"('1.4349975861895', '103.831124805626')"
2520,147 YISHUN ST 11,"('1.4312806628618', '103.831829692469')"
2521,251 YISHUN RING RD,"('1.43474844778898', '103.841387188373')"
2522,718 YISHUN ST 71,"('1.42681827962849', '103.828512775486')"
2523,771 YISHUN AVE 3,"('1.42395988584135', '103.832607406437')"
2524,766 YISHUN AVE 3,"('1.42470239952978', '103.833949786818')"
2525,773 YISHUN AVE 3,"('1.42321418082792', '103.833049339213')"
2526,213 YISHUN ST 21,"('1.43181514143097', '103.836535445849')"
2527,232 YISHUN ST 21,"('1.43459992009659', '103.837409471332')"
2528,272 YISHUN ST 22,"('1.43809763830105', '103.839642130302')"
2529,289 YISHUN AVE 6,"('1.44052449307012', '103.839005531098')"
2530,755 YISHUN ST 72,"('1.42707820696356', '103.832706088136')"
2531,758 YISHUN ST 72,"('1.42602952702202', '103.834266086838')"
2532,724 YISHUN ST 71,"('1.42647481851247', '103.82991593847')"
2533,643 YISHUN ST 61,"('1.42133515867973', '103.837436986724')"
2534,281 YISHUN ST 22,"('1.43896457843625', '103.837500561028')"
2535,321 ANG MO KIO AVE 1,"('1.36511767092872', '103.848396334171')"
2536,114 ANG MO KIO AVE 4,"('1.37257962452704', '103.836220813247')"
2537,452 ANG MO KIO AVE 10,"('1.36889751131378', '103.856200835147')"
2538,577 ANG MO KIO AVE 10,"('1.37178732806791', '103.855854368773')"
2539,554 ANG MO KIO AVE 10,"('1.37282000844329', '103.857784026362')"
2540,207 ANG MO KIO AVE 1,"('1.36582089504381', '103.842847772078')"
2541,311 ANG MO KIO AVE 3,"('1.36663973560866', '103.848769708749')"
2542,437 ANG MO KIO AVE 10,"('1.36720027552413', '103.853247443819')"
2543,123 BEDOK NTH ST 2,"('1.32919868667839', '103.937343347878')"
2544,542 BEDOK NTH ST 3,"('1.33066590908483', '103.922843972485')"
2545,546 BEDOK NTH ST 3,"('1.33082005919243', '103.925595840288')"
2546,619 BEDOK RESERVOIR RD,"('1.33345012881091', '103.917708768303')"
2547,44 BEDOK STH RD,"('1.3211155478057', '103.941675526083')"
2548,720 BEDOK RESERVOIR RD,"('1.33597277354753', '103.924883020541')"
2549,624 BEDOK RESERVOIR RD,"('1.33430060482328', '103.916398118478')"
2550,147 BEDOK RESERVOIR RD,"('1.33488194247883', '103.911778859623')"
2551,516 BEDOK NTH AVE 2,"('1.3310599731551', '103.930041392882')"
2552,60 NEW UPP CHANGI RD,"('1.32247807692488', '103.941254614647')"
2553,155 BEDOK STH AVE 3,"('1.31857405442007', '103.946080891889')"
2554,162 BEDOK STH RD,"('1.31967414684941', '103.946053142494')"
2555,302 SHUNFU RD,"('1.34936138318074', '103.839099307727')"
2556,109 BISHAN ST 12,"('1.34675059587742', '103.847990168368')"
2557,108 BISHAN ST 12,"('1.34671498920224', '103.847398357544')"
2558,340 BT BATOK ST 34,"('1.36314201237933', '103.749541119795')"
2559,304 BT BATOK ST 31,"('1.357471521421', '103.747948828709')"
2560,318 BT BATOK ST 32,"('1.36094741502687', '103.747050643733')"
2561,267 BT BATOK EAST AVE 4,"('1.34880956575502', '103.759892612835')"
2562,271 BT BATOK EAST AVE 4,"('1.34817263842498', '103.758893085449')"
2563,114 BT BATOK WEST AVE 6,"('1.34883662857191', '103.746021679075')"
2564,173 BT BATOK WEST AVE 8,"('1.34610499318053', '103.740825524725')"
2565,268 BT BATOK EAST AVE 4,"('1.34926274020427', '103.759190085587')"
2566,323 BT BATOK ST 33,"('1.36103222148882', '103.748091419935')"
2567,333 BT BATOK ST 32,"('1.36418205578453', '103.747797285557')"
2568,6 REDHILL CL,"('1.28481824462868', '103.816961357218')"
2569,20 JLN KLINIK,"('1.28811451810467', '103.829040334276')"
2570,37 LIM LIAK ST,"('1.28508446478781', '103.830493625033')"
2571,149 SILAT AVE,"('1.27736066510423', '103.831600213349')"
2572,4 DELTA AVE,"('1.29182862424357', '103.826545813025')"
2573,116 BT MERAH CTRL,"('1.28391030770326', '103.814983303997')"
2574,37 TELOK BLANGAH RISE,"('1.27267256466786', '103.822875659974')"
2575,8 TG PAGAR PLAZA,"('1.27727257328258', '103.842917174799')"
2576,233 BAIN ST,"('1.29679486357103', '103.853907185582')"
2577,11 TECK WHYE LANE,"('1.37976221059279', '103.754969354123')"
2578,335 CLEMENTI AVE 2,"('1.31699411182356', '103.768506615632')"
2579,712 CLEMENTI WEST ST 2,"('1.30483690300269', '103.762212950736')"
2580,377 CLEMENTI AVE 5,"('1.31756398951141', '103.767975202583')"
2581,605 CLEMENTI WEST ST 1,"('1.30538490099306', '103.768020281')"
2582,356 CLEMENTI AVE 2,"('1.31395967091571', '103.769831365969')"
2583,111 ALJUNIED CRES,"('1.32037126527814', '103.884029081224')"
2584,338 UBI AVE 1,"('1.32613973623742', '103.902073613523')"
2585,345 UBI AVE 1,"('1.32591743884326', '103.899063689115')"
2586,344 UBI AVE 1,"('1.32635938429734', '103.899753061623')"
2587,339 UBI AVE 1,"('1.32646063251974', '103.902007029513')"
2588,341 UBI AVE 1,"('1.3267126164742', '103.901560752173')"
2589,126 ALJUNIED RD,"('1.32362634361201', '103.88212045504')"
2590,842 SIMS AVE,"('1.31795272075266', '103.901609990635')"
2591,332 UBI AVE 1,"('1.32691366727129', '103.902623089881')"
2592,53 PIPIT RD,"('1.32399305603529', '103.886692720017')"
2593,620 HOUGANG AVE 8,"('1.3701440065551', '103.883968140531')"
2594,661 HOUGANG AVE 4,"('1.37402568701988', '103.882804051972')"
2595,608 HOUGANG AVE 4,"('1.37084420462336', '103.885431882212')"
2596,606 HOUGANG AVE 4,"('1.37067705851962', '103.885941076262')"
2597,413 HOUGANG AVE 10,"('1.37450179829607', '103.895709633695')"
2598,605 HOUGANG AVE 4,"('1.37096742046403', '103.88649685593')"
2599,601 HOUGANG AVE 4,"('1.37067892109565', '103.887136594745')"
2600,607 HOUGANG AVE 4,"('1.3702520267426', '103.886157677641')"
2601,407 HOUGANG AVE 10,"('1.3729650974742', '103.895673302556')"
2602,113 JURONG EAST ST 13,"('1.33879791361243', '103.734807724832')"
2603,30 TEBAN GDNS RD,"('1.3208228255704', '103.73907552675')"
2604,111 JURONG EAST ST 13,"('1.33877574926997', '103.735604254517')"
2605,311 JURONG EAST ST 32,"('1.3476665757372', '103.73257867693')"
2606,414 JURONG WEST ST 42,"('1.35281998847227', '103.726034867574')"
2607,542 JURONG WEST AVE 1,"('1.35160042916623', '103.715619422582')"
2608,453 JURONG WEST ST 42,"('1.35137070665535', '103.717502209972')"
2609,410 JURONG WEST ST 42,"('1.35367352760289', '103.726384287671')"
2610,7 ST. GEORGE'S LANE,"('1.32370038883176', '103.859056873397')"
2611,74 WHAMPOA DR,"('1.32471579654689', '103.857752875203')"
2612,10 UPP BOON KENG RD,
2613,32 JLN BAHAGIA,"('1.32613207103741', '103.858096717028')"
2614,58 JLN MA'MOR,"('1.32836065642983', '103.857167196711')"
2615,95 WHAMPOA DR,"('1.32219217819051', '103.856198528514')"
2616,19 ST. GEORGE'S RD,"('1.3244455415621', '103.8626105247')"
2617,10 JLN BATU,"('1.30201289804622', '103.882922881502')"
2618,106 JLN RAJAH,"('1.32847655795117', '103.854698874866')"
2619,58 MARINE TER,"('1.30611781253448', '103.914026029355')"
2620,15 HOLLAND DR,"('1.31390394504933', '103.78256279083')"
2621,19 HOLLAND DR,"('1.31063750805858', '103.791506112474')"
2622,110 C'WEALTH CRES,"('1.30679892406231', '103.798657169107')"
2623,61 C'WEALTH DR,"('1.29832920099782', '103.796606812485')"
2624,14 GHIM MOH RD,"('1.30884675491384', '103.78914684284')"
2625,243 SERANGOON AVE 2,"('1.35290196967147', '103.868835402916')"
2626,208 SERANGOON CTRL,"('1.35411101087629', '103.873717631044')"
2627,411 TAMPINES ST 41,"('1.3591201098526', '103.946269422122')"
2628,424 TAMPINES ST 41,"('1.3574700321204', '103.948217690385')"
2629,468 TAMPINES ST 44,"('1.36033444190378', '103.95517900583')"
2630,422 TAMPINES ST 41,"('1.35731431611461', '103.947005050195')"
2631,465 TAMPINES ST 44,"('1.35958715134524', '103.954664155456')"
2632,803 TAMPINES AVE 4,"('1.34519808723932', '103.937688600395')"
